date,steps,distance,runDistance,calories
2021-01-20,832,554,53,16
2021-01-21,7294,5491,288,208
2021-01-22,3523,2458,158,85
2021-01-23,2483,1737,153,67
2021-01-24,4990,3566,167,129
2021-01-25,6524,4839,177,180
2021-01-26,2023,1351,181,49
2021-01-27,3363,2326,287,88
2021-01-28,9723,7090,308,257
2021-01-29,577,384,35,13
2021-03-08,4907,3742,183,139
2021-03-09,7266,5669,338,213
2021-03-10,12094,9088,603,340
2021-03-11,6338,4928,238,190
2021-03-12,12541,9492,360,352
2021-03-13,2036,1471,117,54
2021-03-14,3033,2265,119,85
2021-03-15,6549,4979,317,190
2021-03-16,9973,7788,529,291
2021-03-17,9473,7069,550,258
2021-03-18,7152,5482,518,213
2021-03-19,4994,3848,252,143
2021-03-20,852,572,140,24
2021-03-21,6596,4883,393,182
2021-03-22,6099,4607,409,175
2021-03-23,9115,7033,401,260
2021-03-24,9418,6894,431,253
2021-03-25,6699,5194,279,192
2021-03-26,4238,3291,203,120
2021-03-27,3928,2891,298,106
2021-03-28,4541,3425,277,130
2021-03-29,5013,3736,273,138
2021-03-30,9136,7051,589,270
2021-03-31,7554,5803,506,213
2021-04-01,6622,5010,564,190
2021-04-02,8121,5816,525,213
2021-04-03,5390,3710,377,140
2021-04-04,4580,3118,266,119
2021-04-05,7740,5702,512,211
2021-04-06,9160,7135,419,267
2021-04-07,9393,7034,307,263
2021-04-08,6617,5062,423,192
2021-04-09,4079,3096,317,119
2021-04-10,4040,3028,408,111
2021-04-11,4016,3034,238,115
2021-04-12,5951,4575,252,169
2021-04-13,7542,5833,213,220
2021-04-14,9491,6995,473,248
2021-04-15,6351,4865,384,186
2021-04-16,4597,3534,128,133
2021-04-17,1512,1156,47,46
2021-04-18,4314,3303,85,122
2021-04-19,6368,4807,269,180
2021-04-20,10132,7725,243,281
2021-04-21,11211,8268,338,303
2021-04-22,7252,5403,629,203
2021-04-23,8594,6404,213,239
2021-04-24,4471,3305,247,125
2021-04-25,6313,4846,356,180
2021-04-26,6753,5130,272,190
2021-04-27,7437,5622,239,211
2021-04-28,11412,8232,428,297
2021-04-29,9328,7067,338,264
2021-04-30,7816,5882,253,219
2021-05-01,19400,13721,543,487
2021-05-02,38664,27564,617,1002
2021-05-03,23788,16665,763,598
2021-05-04,6678,4662,305,172
2021-05-05,3954,2774,322,102
2021-05-06,7206,5456,262,207
2021-05-07,4770,3554,397,138
2021-05-08,5925,4458,180,169
2021-05-09,3076,2281,177,85
2021-05-10,7260,5592,401,211
2021-05-11,12134,9411,467,353
2021-05-12,12145,8832,380,314
2021-05-13,8222,6253,416,233
2021-05-14,6978,5251,397,196
2021-05-15,196,130,24,6
2021-05-16,5463,4065,275,156
2021-05-17,10730,7958,572,300
2021-05-18,10920,8254,430,314
2021-05-19,12328,8978,503,334
2021-05-20,8473,6310,329,236
2021-05-21,11835,8648,622,314
2021-05-22,6618,4892,312,180
2021-05-23,4937,3650,73,137
2021-05-24,5185,3958,217,146
2021-05-25,9090,6918,382,263
2021-05-26,8525,6440,383,241
2021-05-27,6227,4818,362,182
2021-05-28,4296,3324,220,128
2021-05-29,6882,5144,144,194
2021-05-30,6210,4593,183,171
2021-05-31,4811,3513,224,130
2021-06-01,8998,6758,305,255
2021-06-02,8645,6471,580,245
2021-06-03,7461,5541,388,213
2021-06-04,8733,6546,521,243
2021-06-05,5279,3906,326,146
2021-06-06,10843,8278,413,308
2021-06-07,8783,6591,424,250
2021-06-08,8940,6824,169,256
2021-06-09,8109,6040,476,230
2021-06-10,5884,4565,413,172
2021-06-11,6715,4858,497,184
2021-06-12,1414,941,157,38
2021-06-13,3944,2807,168,109
2021-06-14,5827,4238,214,155
2021-06-15,7260,5555,302,214
2021-06-16,11748,8993,423,334
2021-06-17,8875,6747,472,254
2021-06-18,9269,6693,623,242
2021-06-19,1572,1046,92,42
2021-06-20,9366,6578,147,240
2021-06-21,6816,4906,379,183
2021-06-22,8445,5982,309,221
2021-06-23,9124,6781,218,246
2021-06-24,7228,5234,258,195
2021-06-25,10456,7529,332,267
2021-06-26,9510,7095,339,267
2021-06-27,6334,4566,180,169
2021-06-28,9010,6524,325,234
2021-06-29,6305,4550,472,172
2021-06-30,8533,6243,507,233
2021-07-01,8301,6101,322,226
2021-07-02,8801,6676,757,256
2021-07-03,6211,4317,381,158
2021-07-04,10869,8150,332,304
2021-07-05,10634,7719,483,287
2021-07-06,8953,6564,274,245
2021-07-07,9130,6722,575,252
2021-07-08,6527,4830,251,181
2021-07-09,4420,3261,224,121
2021-07-10,4113,3044,204,119
2021-07-11,6988,5135,154,194
2021-07-12,1265,870,122,36
2021-07-13,5427,4092,202,153
2021-07-14,3544,2440,252,93
2021-07-15,11873,8518,274,312
2021-07-16,13582,10128,2850,534
2021-07-17,7969,5742,205,214
2021-07-18,8339,5677,275,209
2021-07-19,12656,9614,2802,422
2021-07-20,5934,4072,316,151
2021-07-21,11685,8646,1652,352
2021-07-22,7153,5079,233,186
2021-07-23,2324,1655,164,68
2021-07-24,5083,3467,256,118
2021-07-25,2805,1866,204,68
2021-07-26,15008,12034,5024,587
2021-07-27,6955,4809,302,175
2021-07-28,7126,5138,227,186
2021-07-29,9632,6823,417,247
2021-07-30,5943,4146,259,157
2021-07-31,7336,5065,333,183
2021-08-01,6638,4635,333,166
2021-08-02,5741,4003,489,142
2021-08-03,6247,4301,335,155
2021-08-04,2445,1646,156,65
2021-08-05,6686,4603,348,166
2021-08-06,6366,4472,99,166
2021-08-07,7017,5080,944,208
2021-08-08,8639,6031,392,216
2021-08-09,8528,5938,402,223
2021-08-10,6734,4648,325,168
2021-08-11,6891,4934,456,182
2021-08-12,6571,4577,264,163
2021-08-13,1873,1292,165,51
2021-08-14,4903,3417,237,133
2021-08-15,7122,4846,294,169
2021-08-16,2302,1675,85,61
2021-08-17,2984,2147,81,84
2021-08-18,2067,1527,96,59
2021-08-19,2180,1461,122,55
2021-08-20,9559,6862,232,260
2021-08-21,7849,5717,155,223
2021-08-22,2384,1657,216,65
2021-08-23,3490,2378,227,96
2021-08-24,2312,1576,94,60
2021-08-25,1801,1198,167,52
2021-08-26,2330,1629,224,69
2021-08-27,2425,1669,176,63
2021-08-28,4825,3404,299,127
2021-08-29,2522,1824,93,70
2021-08-30,2598,1791,69,63
2021-08-31,2942,2099,155,81
2021-09-01,1190,792,114,37
2021-09-02,4099,2939,149,115
2021-09-03,4402,3107,169,115
2021-09-04,1223,814,74,28
2021-09-05,6645,4706,359,179
2021-09-06,3793,2754,227,105
2021-09-07,6473,4706,319,178
2021-09-08,4956,3650,240,138
2021-09-09,4264,3201,322,116
2021-09-10,3290,2503,56,93
2021-09-11,844,608,90,24
2021-09-12,4079,3088,59,116
2021-09-13,4796,3401,142,125
2021-09-14,5057,3752,161,138
2021-09-15,5826,4272,208,156
2021-09-16,4281,3164,127,117
2021-09-17,4383,3372,59,125
2021-09-18,3973,2938,181,107
2021-09-19,2873,2104,280,79
2021-09-20,6810,4993,204,180
2021-09-21,3435,2536,242,95
2021-09-22,5283,3881,194,150
2021-09-23,4744,3471,215,125
2021-09-24,3724,2789,184,104
2021-09-25,2834,2063,156,76
2021-09-26,6789,5159,250,189
2021-09-27,4325,3126,147,113
2021-09-28,4838,3603,167,136
2021-09-29,4981,3805,162,143
2021-09-30,6963,4902,386,175
2021-10-01,4818,3364,326,122
2021-10-02,4903,3326,256,126
2021-10-03,9384,6413,563,239
2021-10-04,22310,16245,301,590
2021-10-05,7243,5081,301,186
2021-10-06,751,500,109,25
2021-10-07,2902,1970,206,67
2021-10-08,4972,3769,207,141
2021-10-09,13216,10150,360,383
2021-10-10,1682,1188,100,43
2021-10-11,4219,3230,97,120
2021-10-12,6161,4583,362,175
2021-10-13,5523,4177,201,153
2021-10-14,3769,2819,203,106
2021-10-15,4662,3492,223,130
2021-10-16,3099,2309,119,87
2021-10-17,5877,4547,207,170
2021-10-18,4567,3387,173,128
2021-10-19,5258,3964,210,150
2021-10-20,5982,4540,262,169
2021-10-21,5609,4210,240,157
2021-10-22,4604,3502,283,129
2021-10-23,5304,3998,734,157
2021-10-24,4272,3208,152,117
2021-10-25,4604,3454,457,132
2021-10-26,6190,4743,162,178
2021-10-27,6325,4796,152,181
2021-10-28,4644,3513,86,129
2021-10-29,3774,2854,342,110
2021-10-30,4841,3649,283,139
2021-10-31,5527,4140,396,159
2021-11-01,3729,2773,235,103
2021-11-02,3981,2933,174,106
2021-11-03,7259,5524,392,205
2021-11-04,5029,3809,224,142
2021-11-05,3859,2952,251,117
2021-11-06,3080,2293,396,86
2021-11-07,3157,2314,251,81
2021-11-08,5249,4035,95,156
2021-11-09,5655,4226,135,159
2021-11-10,6884,5234,404,202
2021-11-11,6399,4929,131,185
2021-11-12,3858,2890,234,106
2021-11-13,8547,6389,429,236
2021-11-14,4032,2961,97,104
2021-11-15,5040,3680,436,140
2021-11-16,6380,4643,302,171
2021-11-17,6874,5154,457,194
2021-11-18,4726,3567,280,133
2021-11-19,5238,3976,269,152
2021-11-20,2307,1681,179,65
2021-11-21,5219,3873,156,140
2021-11-22,4065,3067,255,114
2021-11-23,5571,4364,428,165
2021-11-24,8410,6293,629,234
2021-11-25,5030,3873,338,146
2021-11-26,4948,3758,381,138
2021-11-27,8966,6953,428,257
2021-11-28,4117,3104,414,119
2021-11-29,4231,3136,179,118
2021-11-30,6783,5104,477,184
2021-12-01,5874,4439,240,169
2021-12-02,4484,3376,216,124
2021-12-03,4427,3490,111,131
2021-12-04,10804,7989,1325,316
2021-12-05,9159,6886,362,251
2021-12-06,5094,3795,229,139
2021-12-07,6780,4976,354,185
2021-12-08,7237,5494,317,202
2021-12-09,7540,5652,337,208
2021-12-10,8374,6169,344,230
2021-12-11,3153,2445,156,94
2021-12-12,5686,4195,286,157
2021-12-13,4888,3574,232,132
2021-12-14,5684,4287,242,152
2021-12-15,7968,6032,315,222
2021-12-16,5160,3788,236,139
2021-12-17,5378,4034,280,148
2021-12-18,1842,1400,138,51
2021-12-19,7630,5757,390,218
2021-12-20,4949,3723,97,139
2021-12-21,5531,4215,310,153
2021-12-22,6538,4866,97,184
2021-12-23,4673,3506,138,135
2021-12-24,2071,1531,247,58
2021-12-25,7977,5782,280,209
2021-12-26,948,631,131,25
2021-12-27,3860,2638,220,92
2021-12-28,2331,1616,101,58
2021-12-29,3904,2808,250,104
2021-12-30,2687,1871,137,75
2021-12-31,7051,5407,75,196
2022-01-01,1228,819,79,33
2022-01-02,3990,2827,93,102
2022-01-03,7312,5106,102,189
2022-01-04,3857,2900,103,112
2022-01-05,8689,6509,217,241
2022-01-06,7051,5067,264,183
2022-01-07,8124,6010,292,228
2022-01-08,3255,2502,128,89
2022-01-09,3540,2602,123,98
2022-01-10,2764,1966,129,77
2022-01-11,3194,2348,124,90
2022-01-12,5437,4012,249,143
2022-01-13,5715,3944,294,146
2022-01-14,8429,6327,367,236
2022-01-15,2744,1907,109,69
2022-01-16,4021,2749,180,100
2022-01-17,4752,3281,190,116
2022-01-18,15958,11601,657,423
2022-01-19,2511,1794,177,69
2022-01-20,4192,3068,198,113
2022-01-21,4590,3270,291,125
2022-01-22,2915,2097,143,77
2022-01-23,1762,1269,140,52
2022-01-24,571,380,102,20
2022-01-25,5422,4108,352,166
2022-01-26,7605,5942,107,234
2022-01-27,2841,2228,193,95
2022-01-28,1616,1147,162,61
2022-01-29,3647,2745,285,123
2022-01-30,3397,2344,421,112
2022-01-31,3742,2508,459,128
2022-02-01,4643,3305,486,154
2022-02-02,3880,2737,331,128
2022-02-03,3525,2501,325,111
2022-02-04,3477,2431,279,101
2022-02-05,2442,1768,275,81
2022-02-06,458,305,85,19
2022-02-07,577,384,107,29
2022-02-08,8024,5795,176,228
2022-02-09,2953,2128,225,91
2022-02-10,1054,810,109,40
2022-02-11,2367,1659,471,86
2022-02-12,3706,2686,297,127
2022-02-13,1579,1104,177,58
2022-02-14,6849,4976,144,202
2022-02-15,2190,1554,196,73
2022-02-16,1386,922,245,54
2022-02-17,1830,1394,188,68
2022-02-18,1898,1451,147,70
2022-02-19,2800,1966,420,99
2022-02-20,1936,1382,368,70
2022-02-21,2371,1668,163,83
2022-02-22,2698,2036,311,93
2022-02-23,520,346,83,23
2022-02-24,1385,1011,201,60
2022-02-25,2017,1397,304,71
2022-02-26,1501,1089,146,59
2022-02-27,1277,865,285,54
2022-02-28,2682,1987,146,91
2022-03-01,3471,2521,199,106
2022-03-02,3465,2607,313,118
2022-03-03,3051,2231,236,102
2022-03-04,1808,1376,103,67
2022-03-05,3539,2650,148,111
2022-03-06,2862,2112,260,102
2022-03-07,1936,1355,363,75
2022-03-08,2299,1685,139,74
2022-03-09,2911,2090,198,94
2022-03-10,8358,5895,474,271
2022-03-11,2840,1901,265,96
2022-03-12,4217,2964,339,132
2022-03-13,4837,3335,392,154
2022-03-14,5686,4260,140,166
2022-03-15,5674,4296,224,170
2022-03-16,5638,4298,172,164
2022-03-17,5666,4297,296,172
2022-03-18,4988,3735,224,147
2022-03-19,6560,4993,326,194
2022-03-20,4395,3274,154,131
2022-03-21,4171,3154,234,121
2022-03-22,5496,4097,132,164
2022-03-23,4575,3416,116,133
2022-03-24,5127,3895,187,151
2022-03-25,4725,3604,183,148
2022-03-26,3973,2954,220,121
2022-03-27,5405,4161,137,163
2022-03-28,4177,3126,127,120
2022-03-29,5079,3762,117,141
2022-03-30,2080,1529,147,63
2022-03-31,4300,3233,109,127
2022-04-01,3877,2893,143,119
2022-04-02,7334,5448,202,213
2022-04-03,2902,2098,171,84
2022-04-04,2220,1635,166,72
2022-04-05,4177,3111,119,121
2022-04-06,4215,3114,128,121
2022-04-07,3820,2861,85,110
2022-04-08,3558,2666,203,108
2022-04-09,1738,1207,229,54
2022-04-10,4483,3276,215,137
2022-04-11,3827,2849,161,116
2022-04-12,5077,3776,195,153
2022-04-13,3879,2879,95,113
2022-04-14,3933,3018,200,123
2022-04-15,3293,2437,136,97
2022-04-16,4341,3210,97,133
2022-04-17,4959,3709,142,150
2022-04-18,5044,3680,176,141
2022-04-19,5276,3934,220,161
2022-04-20,4906,3611,254,145
2022-04-21,4857,3443,89,135
2022-04-22,4987,3798,258,152
2022-04-23,3210,2354,205,98
2022-04-24,5312,4020,141,158
2022-04-25,3600,2658,188,109
2022-04-26,5681,4263,121,168
2022-04-27,4511,3413,132,137
2022-04-28,6029,4520,287,174
2022-04-29,4494,3231,374,137
2022-04-30,4033,3071,175,133
2022-05-01,462,307,68,22
2022-05-02,537,357,78,21
2022-05-03,5269,3854,399,169
2022-05-04,2345,1646,304,78
2022-05-05,5661,4148,188,158
2022-05-06,7113,5243,149,206
2022-05-07,6444,4737,142,180
2022-05-08,3400,2521,172,105
2022-05-09,3340,2469,258,97
2022-05-10,9854,7312,175,285
2022-05-11,5623,4253,213,164
2022-05-12,6424,4857,227,195
2022-05-13,3199,2403,150,97
2022-05-14,4268,3188,280,132
2022-05-15,5464,4149,315,173
2022-05-16,5652,4262,150,170
2022-05-17,7190,5524,244,225
2022-05-18,4214,3265,237,136
2022-05-19,5739,4319,202,171
2022-05-20,10745,8308,155,323
2022-05-21,4230,3245,144,129
2022-05-22,4732,3583,138,144
2022-05-23,7829,5987,248,234
2022-05-24,7032,5251,147,202
2022-05-25,4175,3085,272,128
2022-05-26,12137,9335,838,359
2022-05-27,5329,4087,247,157
2022-05-28,2619,1884,194,87
2022-05-29,3527,2714,221,114
2022-05-30,5456,4148,184,161
2022-05-31,5102,3927,246,156
2022-06-01,1932,1389,141,59
2022-06-02,4417,3276,108,133
2022-06-03,2054,1470,78,60
2022-06-04,2424,1729,306,78
2022-06-05,3125,2330,168,94
2022-06-06,3855,2780,120,112
2022-06-07,5266,3958,270,161
2022-06-08,3841,2946,97,115
2022-06-09,6643,5121,168,203
2022-06-10,4903,3670,138,148
2022-06-11,7049,5204,125,205
2022-06-12,5125,3793,257,156
2022-06-13,3874,2888,163,114
2022-06-14,5302,3932,120,154
2022-06-15,2105,1520,71,61
2022-06-16,3384,2432,241,105
2022-06-17,2857,2061,188,93
2022-06-18,2474,1832,144,79
2022-06-19,3436,2507,148,107
2022-06-20,3266,2355,184,106
2022-06-21,5349,3882,204,161
2022-06-22,3656,2770,299,122
2022-06-23,2304,1655,170,73
2022-06-24,3544,2567,266,109
2022-06-25,3470,2636,99,103
2022-06-26,3650,2766,132,112
2022-06-27,1891,1377,167,62
2022-06-28,7837,5764,333,223
2022-06-29,3332,2430,128,106
2022-06-30,3751,2764,94,110
2022-07-01,6350,4620,401,190
2022-07-02,1496,1053,188,61
2022-07-03,221,147,70,12
2022-07-04,3127,2305,179,100
2022-07-05,3642,2539,408,121
2022-07-06,12365,9351,169,355
2022-07-07,8247,6093,146,232
2022-07-08,5978,4410,217,181
2022-07-09,873,602,153,36
2022-07-10,2188,1613,112,72
2022-07-11,4806,3539,273,154
2022-07-12,3713,2642,224,111
2022-07-13,4543,3295,385,132
2022-07-14,6413,4833,180,196
2022-07-15,4376,3219,352,129
2022-07-16,693,461,143,31
2022-07-17,810,549,176,36
2022-07-18,7836,5837,183,228
2022-07-19,10321,7717,122,292
2022-07-20,10242,7646,323,298
2022-07-21,10764,8042,84,310
2022-07-22,10775,8089,337,311
2022-07-23,10088,7449,151,282
2022-07-24,8612,6508,137,249
2022-07-25,8000,6085,294,238
2022-07-26,10398,7885,247,309
2022-07-27,11789,8971,242,351
2022-07-28,8276,6460,137,249
2022-07-29,5281,4038,239,162
2022-07-30,428,285,95,21
2022-07-31,1653,1230,215,55
2022-08-01,9434,7132,282,279
2022-08-02,9930,7633,167,289
2022-08-03,6862,5170,241,210
2022-08-04,6788,5131,254,209
2022-08-05,10144,7758,214,295
2022-08-06,7958,5974,201,234
2022-08-07,1430,1011,236,51
2022-08-08,9870,7427,156,283
2022-08-09,12783,9694,240,369
2022-08-10,6722,4983,370,203
2022-08-11,5995,4485,150,182
2022-08-12,5868,4355,162,170
2022-08-13,1929,1408,130,65
2022-08-14,3463,2662,175,113
2022-08-15,6018,4422,204,179
2022-08-16,8011,5978,197,227
2022-08-17,6526,4793,275,203
2022-08-18,858,571,186,41
2022-08-19,3323,2300,251,106
2022-08-20,4171,3102,347,142
2022-08-21,9741,6781,571,273
2022-08-22,6984,4985,505,225
2022-08-23,870,579,148,36
2022-08-24,811,540,140,30
2022-08-25,651,433,139,32
2022-08-26,4638,3556,170,150
2022-08-27,2130,1497,212,79
2022-08-28,2706,2025,203,98
2022-08-29,2065,1530,275,76
2022-08-30,1977,1320,363,82
2022-08-31,2087,1548,215,75
2022-09-01,3991,2920,408,148
2022-09-02,1462,973,234,62
2022-09-03,1528,1043,196,55
2022-09-04,1730,1211,278,69
2022-09-05,6088,4441,433,200
2022-09-06,4700,3411,395,158
2022-09-07,4358,3265,293,154
2022-09-08,3853,2947,203,133
2022-09-09,4357,3243,267,143
2022-09-10,3052,2215,261,105
2022-09-11,5231,3862,196,165
2022-09-12,3938,2936,244,128
2022-09-13,3874,2902,252,130
2022-09-14,3221,2451,249,114
2022-09-15,946,638,185,37
2022-09-16,1003,667,251,52
2022-09-17,1417,943,395,68
2022-09-18,1063,716,274,56
2022-09-19,745,496,149,34
2022-09-20,462,307,131,25
2022-09-21,547,364,173,32
2022-09-22,715,476,165,34
2022-09-23,890,592,157,38
2022-09-24,613,408,141,31
2022-09-25,2754,2030,296,99
2022-09-26,526,350,159,28
2022-09-27,3464,2603,288,123
2022-09-28,4802,3640,189,150
2022-09-29,1751,1282,233,69
2022-09-30,2969,2179,245,105
2022-10-01,3178,2291,192,96
2022-10-02,1992,1406,165,68
2022-10-03,5617,3979,224,158
2022-10-04,2623,1931,210,87
2022-10-05,1259,906,256,56
2022-10-06,1144,823,231,49
2022-10-07,2118,1442,226,77
2022-10-08,1032,732,133,42
2022-10-09,807,537,153,36
2022-10-10,3445,2642,140,112
2022-10-11,4732,3361,402,144
2022-10-12,4885,3778,227,151
2022-10-13,4994,3772,150,152
2022-10-14,1431,1050,152,50
2022-10-15,4623,3615,179,140
2022-10-16,1880,1437,77,58
2022-10-17,2453,1827,130,82
2022-10-18,3145,2331,245,102
2022-10-19,2940,2245,127,89
2022-10-20,4205,3130,221,130
2022-10-21,3710,2744,200,118
2022-10-22,2946,2288,134,96
2022-10-23,989,723,117,36
2022-10-24,3043,2308,91,93
2022-10-25,610,406,128,27
2022-10-26,1242,847,122,41
2022-10-27,1871,1368,243,62
2022-10-28,3753,2834,316,118
2022-10-29,1399,970,211,49
2022-10-30,4584,3451,183,142
2022-10-31,2914,2251,268,99
2022-11-01,3003,2300,117,96
2022-11-02,2838,2137,227,90
2022-11-03,4160,3099,145,124
2022-11-04,1492,1059,120,50
2022-11-05,3737,2779,138,115
2022-11-06,3750,2790,172,117
2022-11-07,4412,3249,383,140
2022-11-08,2295,1751,243,78
2022-11-09,4048,3101,146,129
2022-11-10,413,275,129,22
2022-11-11,2118,1535,126,70
